timestamp,machine_status,laser_power_w,gas_pressure_bar,head_height_mm,machine_age,parts_count,fault_next_10min
2025-08-14T14:12:21.301889,Running,951.1027518016418,6.93439167964553,1.1789472116237456,0.09417734788764953,0,0
2025-08-14T14:12:31.301889,Running,896.6384193860649,7.207059955394407,1.157546048032266,0.82276161327083,0,0
2025-08-14T14:12:41.301889,Running,1105.331519297652,6.532350960341495,1.0418103872519473,0.9706980243949033,0,0
2025-08-14T14:12:51.301889,Running,723.4315936540382,6.2321958129698185,1.197904862363127,0.96750973243421,0,0
2025-08-14T14:13:01.301889,Running,980.563940980747,4.407637396203537,1.167925597873004,0.43715191887233074,1,0
2025-08-14T14:13:11.301889,Running,1536.0773132506415,4.653312415720976,1.1729982015899902,0.1397524836093098,2,0
2025-08-14T14:13:21.301889,Running,1054.9929567623149,4.05918799251063,0.9458120294143894,0.6684029617904717,2,0
2025-08-14T14:13:31.301889,Running,1047.3657285963309,4.715800392250449,0.9123271338271758,0.43671738923236236,2,0
2025-08-14T14:13:41.301889,Running,825.1071136175972,4.6743750310667345,1.164766605890758,0.5570321523412783,3,0
2025-08-14T14:13:51.301889,Running,618.1696585070883,3.860191443102567,1.18894374023858,0.4618772302513874,3,0
2025-08-14T14:14:01.301889,Running,904.816980877186,4.706048356591506,1.1521130372475554,0.3618126105533904,4,0
2025-08-14T14:14:11.301889,Running,812.6959691676157,7.376705509390895,1.2115003615863178,0.7168901891589956,5,0
2025-08-14T14:14:21.301889,Running,761.8906918361843,4.7238264966026104,1.1316878275767583,0.1767727829392317,5,0
2025-08-14T14:14:31.301889,Running,1067.2783751301886,6.0993864062192795,0.9337777284559556,0.41580740217060963,5,0
2025-08-14T14:14:41.301889,Running,1070.1156577421696,4.182371874147544,0.6875677639724336,0.581061139700395,6,1
2025-08-14T14:14:51.301889,Running,989.3266646705283,5.462827977418083,1.2751305819899932,0.5717280523760754,6,0
2025-08-14T14:15:01.301889,Running,617.2896639042643,6.805167696777431,1.2584643087359066,0.14024908899861077,6,0
